Unnamed: 0,Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years
2734,REG102735,30-08-2022,2022,Punjab,Chandigarh (CH-01),4W,Hatchback,MG,Petrol,BS6,1968,6,2
2735,REG102736,14-03-2020,2020,Delhi,Delhi South (DL-09),4W,Hatchback,Toyota,EV,BS6,0,6,4
2736,REG102737,21-03-2021,2021,Tamil Nadu,Coimbatore (TN-37),4W,SUV,Maruti Suzuki,Diesel,BS6,0,6,3
2737,REG102738,11-10-2021,2021,Rajasthan,Ajmer (RJ-01),4W,SUV,Maruti Suzuki,Petrol,BS6,1498,8,3
2738,REG102739,10-06-2021,2021,Punjab,Chandigarh (CH-01),2W,Motorcycle,Honda,Petrol,BS6,150,2,3
2739,REG102740,12-08-2022,2022,Rajasthan,Udaipur (RJ-27),HCV,Bus,MAN,Diesel,BS6,5660,1,2
2740,REG102741,15-01-2022,2022,Madhya Pradesh,Gwalior (MP-07),HCV,Truck,Eicher,EV,BS6,0,52,2
2741,REG102742,18-06-2021,2021,Maharashtra,Mumbai Central (MH-01),2W,Scooter,Honda,EV,BS6,0,2,3
2742,REG102743,14-05-2024,2024,Gujarat,Ahmedabad (GJ-01),4W,Sedan,Renault,Hybrid,BS6,1498,8,0
2743,REG102744,25-11-2018,2018,Telangana,Karimnagar (TS-01),4W,SUV,Tata Motors,CNG,BS4,0,6,6
2744,REG102745,11-12-2023,2023,Maharashtra,Nashik (MH-15),2W,Scooter,KTM,EV,BS6,0,2,1
2745,REG102746,13-11-2020,2020,West Bengal,Asansol (WB-39),4W,Hatchback,Tata Motors,Petrol,BS6,2179,7,4
2746,REG102747,10-09-2022,2022,Delhi,Delhi North (DL-04),4W,Hatchback,Toyota,Diesel,BS6,1598,7,2
2747,REG102748,02-08-2024,2024,Kerala,Thiruvananthapuram (KL-01),4W,SUV,Tata Motors,CNG,BS6,1968,5,0
2748,REG102749,08-01-2023,2023,Kerala,Kozhikode (KL-11),2W,Motorcycle,Ather,EV,BS6,0,2,1
2749,REG102750,19-05-2020,2020,Karnataka,Bangalore Central (KA-01),2W,Scooter,KTM,Petrol,BS4,200,2,4
2750,REG102751,03-08-2021,2021,West Bengal,Kolkata (WB-01),2W,Scooter,TVS,EV,BS6,0,2,3
2751,REG102752,19-09-2020,2020,Karnataka,Hubli (KA-25),4W,Hatchback,Tata Motors,Diesel,BS6,1498,6,4
2752,REG102753,24-08-2021,2021,West Bengal,Siliguri (WB-73),4W,Sedan,Skoda,Diesel,BS6,2179,6,3
2753,REG102754,30-03-2020,2020,Rajasthan,Jaipur (RJ-14),4W,Sedan,Mahindra,Hybrid,BS6,1462,7,4
2754,REG102755,26-02-2023,2023,Telangana,Hyderabad (TS-09),4W,SUV,Hyundai,Diesel,BS6,1598,7,1
2755,REG102756,27-10-2021,2021,Delhi,Delhi North (DL-04),4W,SUV,Renault,Diesel,BS6,800,8,3
2756,REG102757,20-08-2021,2021,Tamil Nadu,Salem (TN-30),4W,MUV,Maruti Suzuki,Petrol,BS6,800,6,3
2757,REG102758,12-02-2021,2021,Delhi,Delhi East (DL-02),4W,SUV,Skoda,Petrol,BS6,1598,6,3
2758,REG102759,05-04-2022,2022,Telangana,Karimnagar (TS-01),2W,Scooter,Hero,Petrol,BS6,0,2,2
2759,REG102760,12-03-2024,2024,Punjab,Chandigarh (CH-01),2W,Motorcycle,KTM,Petrol,BS6,125,2,0
2760,REG102761,02-07-2020,2020,Maharashtra,Nagpur (MH-31),2W,Scooter,Ather,Hybrid,BS6,0,2,4
2761,REG102762,22-07-2022,2022,Punjab,Ludhiana (PB-10),LCV,Pickup Van,Eicher,Diesel,BS6,2956,9,2
2762,REG102763,03-06-2020,2020,Rajasthan,Jaipur (RJ-14),OTH,Tractor,TAFE,Diesel,BS6,0,32,4
2763,REG102764,23-10-2022,2022,Maharashtra,Pune (MH-12),2W,Scooter,Honda,CNG,BS6,150,2,2
2764,REG102765,06-11-2022,2022,Madhya Pradesh,Indore (MP-09),2W,Moped,Bajaj,EV,BS6,0,2,2
2765,REG102766,12-07-2021,2021,Maharashtra,Mumbai Central (MH-01),4W,Sedan,Skoda,EV,BS6,0,6,3
2766,REG102767,01-07-2022,2022,Rajasthan,Udaipur (RJ-27),4W,SUV,MG,Petrol,BS6,1498,5,2
2767,REG102768,26-06-2021,2021,Kerala,Thrissur (KL-08),4W,Sedan,Mahindra,Petrol,BS4,1462,6,3
2768,REG102769,08-02-2024,2024,Kerala,Kochi (KL-07),2W,Scooter,KTM,EV,BS6,0,2,0
2769,REG102770,02-03-2022,2022,Rajasthan,Udaipur (RJ-27),2W,Moped,Royal Enfield,Petrol,BS6,0,2,2
2770,REG102771,08-08-2023,2023,Gujarat,Vadodara (GJ-06),2W,Moped,Honda,Petrol,BS6,250,2,1
2771,REG102772,03-08-2022,2022,Kerala,Thrissur (KL-08),2W,Scooter,TVS,EV,BS6,0,2,2
2772,REG102773,14-06-2023,2023,Tamil Nadu,Chennai Central (TN-01),4W,Sedan,Renault,Petrol,BS6,2179,5,1
2773,REG102774,28-02-2020,2020,Uttar Pradesh,Lucknow (UP-32),4W,Hatchback,Tata Motors,Petrol,BS4,1968,8,4
2774,REG102775,20-11-2023,2023,Madhya Pradesh,Ujjain (MP-13),4W,MUV,Maruti Suzuki,Diesel,BS6,1968,6,1
2775,REG102776,21-03-2022,2022,Rajasthan,Jodhpur (RJ-19),2W,Motorcycle,KTM,Petrol,BS6,110,2,2
2776,REG102777,12-02-2021,2021,Tamil Nadu,Salem (TN-30),4W,SUV,Renault,Diesel,BS6,1000,7,3
2777,REG102778,20-08-2024,2024,Tamil Nadu,Trichy (TN-45),2W,Motorcycle,Hero,Petrol,BS6,200,2,0
2778,REG102779,15-03-2023,2023,Delhi,Delhi South (DL-09),4W,Sedan,Mahindra,EV,BS6,0,8,1
2779,REG102780,01-10-2020,2020,Rajasthan,Ajmer (RJ-01),4W,MUV,Honda,CNG,BS6,1498,5,4
2780,REG102781,24-06-2021,2021,West Bengal,Asansol (WB-39),2W,Moped,KTM,Petrol,BS6,150,2,3
2781,REG102782,29-06-2024,2024,Telangana,Warangal (TS-03),2W,Motorcycle,Royal Enfield,CNG,BS6,125,2,0
2782,REG102783,07-07-2024,2024,Kerala,Thrissur (KL-08),2W,Motorcycle,Suzuki,EV,BS6,0,2,0
2783,REG102784,07-09-2020,2020,Tamil Nadu,Salem (TN-30),2W,Scooter,Yamaha,Petrol,BS6,200,2,4
2784,REG102785,27-09-2024,2024,Madhya Pradesh,Jabalpur (MP-20),2W,Scooter,Ola Electric,EV,BS6,0,2,0
2785,REG102786,28-05-2023,2023,Telangana,Nizamabad (TS-05),4W,Sedan,Tata Motors,Petrol,BS6,1598,5,1
2786,REG102787,07-03-2024,2024,Maharashtra,Nagpur (MH-31),2W,Motorcycle,Yamaha,Petrol,BS6,0,2,0
2787,REG102788,04-08-2023,2023,Uttar Pradesh,Agra (UP-80),2W,Scooter,Honda,Petrol,BS6,125,2,1
2788,REG102789,12-01-2023,2023,West Bengal,Siliguri (WB-73),4W,Sedan,Skoda,Petrol,BS6,2179,6,1
2789,REG102790,03-12-2019,2019,Gujarat,Vadodara (GJ-06),LCV,Mini Truck,Mahindra,CNG,BS4,3298,9,5
2790,REG102791,25-12-2022,2022,Tamil Nadu,Coimbatore (TN-37),4W,SUV,MG,Diesel,BS6,800,7,2
2791,REG102792,30-05-2019,2019,Rajasthan,Udaipur (RJ-27),4W,MUV,Tata Motors,Diesel,BS4,800,8,5
2792,REG102793,12-10-2019,2019,Maharashtra,Pune (MH-12),2W,Moped,Ather,Petrol,BS4,0,2,5
2793,REG102794,24-12-2018,2018,Delhi,Delhi East (DL-02),2W,Moped,TVS,CNG,BS4,160,2,6
2794,REG102795,07-01-2023,2023,Rajasthan,Jaipur (RJ-14),4W,MUV,MG,Diesel,BS6,1968,6,1
2795,REG102796,19-03-2019,2019,Uttar Pradesh,Kanpur (UP-78),4W,MUV,Mahindra,Petrol,BS4,800,5,5
2796,REG102797,06-10-2023,2023,Kerala,Kollam (KL-02),2W,Scooter,TVS,Petrol,BS6,150,2,1
2797,REG102798,27-03-2018,2018,Delhi,Delhi East (DL-02),2W,Scooter,Ola Electric,Petrol,BS4,0,2,6
2798,REG102799,05-01-2023,2023,Punjab,Jalandhar (PB-08),3W,Tempo,Kinetic Green,CNG,BS6,250,7,1
2799,REG102800,09-07-2019,2019,Madhya Pradesh,Gwalior (MP-07),4W,SUV,Honda,CNG,BS4,1968,7,5
2800,REG102801,17-02-2023,2023,Punjab,Chandigarh (CH-01),2W,Motorcycle,TVS,Petrol,BS6,0,2,1
2801,REG102802,30-05-2019,2019,Delhi,Delhi West (DL-08),2W,Moped,Hero,Petrol,BS4,250,2,5
2802,REG102803,25-09-2024,2024,Karnataka,Mangalore (KA-19),2W,Moped,Hero,EV,BS6,0,2,0
2803,REG102804,04-05-2021,2021,Punjab,Chandigarh (CH-01),2W,Moped,Honda,Petrol,BS6,110,2,3
2804,REG102805,08-04-2023,2023,Rajasthan,Udaipur (RJ-27),2W,Moped,Yamaha,Petrol,BS6,400,2,1
2805,REG102806,30-06-2021,2021,Madhya Pradesh,Bhopal (MP-04),2W,Moped,Bajaj,EV,BS6,0,2,3
2806,REG102807,11-06-2024,2024,Maharashtra,Pune (MH-12),2W,Moped,Hero,Petrol,BS6,250,2,0
2807,REG102808,20-01-2018,2018,Gujarat,Rajkot (GJ-03),2W,Scooter,Ather,Petrol,BS4,0,2,6
2808,REG102809,15-04-2022,2022,West Bengal,Kolkata (WB-01),2W,Moped,Ather,CNG,BS6,0,2,2
2809,REG102810,21-09-2024,2024,Kerala,Thiruvananthapuram (KL-01),2W,Motorcycle,Yamaha,EV,BS6,0,2,0
2810,REG102811,31-12-2021,2021,Karnataka,Bangalore Central (KA-01),4W,MUV,Honda,Diesel,BS6,0,6,3
2811,REG102812,20-06-2023,2023,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,KTM,Petrol,BS6,400,2,1
2812,REG102813,17-06-2022,2022,Delhi,Delhi West (DL-08),2W,Scooter,Ather,Petrol,BS6,0,2,2
2813,REG102814,01-12-2024,2024,Kerala,Kochi (KL-07),4W,Sedan,Toyota,Petrol,BS6,0,6,0
2814,REG102815,25-12-2022,2022,Gujarat,Surat (GJ-05),2W,Moped,TVS,Petrol,BS4,350,2,2
2815,REG102816,08-08-2023,2023,Rajasthan,Ajmer (RJ-01),2W,Moped,Yamaha,EV,BS6,0,2,1
2816,REG102817,23-06-2020,2020,West Bengal,Asansol (WB-39),LCV,Mini Truck,Mahindra,Diesel,BS6,2956,9,4
2817,REG102818,24-04-2022,2022,West Bengal,Howrah (WB-13),3W,E-Rickshaw,Mahindra,EV,BS6,0,6,2
2818,REG102819,09-07-2019,2019,Karnataka,Hubli (KA-25),4W,Hatchback,Tata Motors,Diesel,BS4,1498,8,5
2819,REG102820,01-10-2024,2024,Karnataka,Mysore (KA-09),2W,Moped,KTM,Petrol,BS6,0,2,0
2820,REG102821,27-03-2023,2023,West Bengal,Howrah (WB-13),LCV,Mini Truck,Force Motors,EV,BS6,0,12,1
2821,REG102822,13-06-2022,2022,West Bengal,Siliguri (WB-73),HCV,Truck,Tata Motors,EV,BS6,0,45,2
2822,REG102823,15-08-2022,2022,Madhya Pradesh,Ujjain (MP-13),HCV,Bus,Tata Motors,EV,BS6,0,2,2
2823,REG102824,08-09-2021,2021,Karnataka,Bangalore Central (KA-01),4W,SUV,Tata Motors,Petrol,BS6,1462,5,3
2824,REG102825,31-12-2019,2019,Rajasthan,Udaipur (RJ-27),LCV,Light Bus,Force Motors,Diesel,BS4,0,9,5
2825,REG102826,11-08-2021,2021,Madhya Pradesh,Ujjain (MP-13),4W,MUV,Hyundai,Diesel,BS6,1598,8,3
2826,REG102827,26-09-2023,2023,Uttar Pradesh,Varanasi (UP-65),2W,Motorcycle,Ola Electric,EV,BS6,0,2,1
2827,REG102828,24-03-2023,2023,Delhi,Delhi West (DL-08),4W,Hatchback,Maruti Suzuki,CNG,BS6,1498,6,1
2828,REG102829,22-12-2022,2022,Madhya Pradesh,Jabalpur (MP-20),4W,SUV,Mahindra,Hybrid,BS6,1197,6,2
2829,REG102830,11-01-2023,2023,Karnataka,Belgaum (KA-22),2W,Scooter,Bajaj,EV,BS6,0,2,1
2830,REG102831,10-09-2023,2023,Kerala,Kozhikode (KL-11),3W,Auto Rickshaw,Mahindra,CNG,BS6,200,3,1
2831,REG102832,03-08-2021,2021,Rajasthan,Jaipur (RJ-14),4W,Hatchback,Maruti Suzuki,Petrol,BS6,800,5,3
2832,REG102833,14-05-2023,2023,Telangana,Hyderabad (TS-09),2W,Scooter,Ather,EV,BS6,0,2,1
2833,REG102834,14-09-2021,2021,Rajasthan,Ajmer (RJ-01),3W,Tempo,Piaggio,CNG,BS6,225,6,3
2834,REG102835,16-02-2021,2021,West Bengal,Kolkata (WB-01),4W,Hatchback,Kia,CNG,BS6,1498,8,3
2835,REG102836,12-01-2023,2023,Delhi,Delhi South (DL-09),HCV,Tanker,Volvo,CNG,BS6,4998,1,1
2836,REG102837,13-03-2020,2020,West Bengal,Howrah (WB-13),4W,MUV,Honda,Diesel,BS6,1498,8,4
2837,REG102838,29-05-2022,2022,Telangana,Nizamabad (TS-05),2W,Moped,TVS,CNG,BS6,100,2,2
2838,REG102839,14-02-2021,2021,Maharashtra,Mumbai Central (MH-01),4W,Sedan,Maruti Suzuki,Diesel,BS6,1498,8,3
2839,REG102840,15-03-2021,2021,Maharashtra,Nagpur (MH-31),2W,Motorcycle,Ather,Hybrid,BS6,0,2,3
2840,REG102841,11-04-2024,2024,Karnataka,Mangalore (KA-19),HCV,Bus,MAN,Diesel,BS6,4998,32,0
2841,REG102842,30-01-2019,2019,Uttar Pradesh,Kanpur (UP-78),2W,Moped,Bajaj,Petrol,BS4,100,2,5
2842,REG102843,24-09-2019,2019,Punjab,Chandigarh (CH-01),3W,Tempo,Atul Auto,CNG,BS4,200,7,5
2843,REG102844,21-06-2022,2022,Maharashtra,Nagpur (MH-31),LCV,Light Bus,Tata Motors,Diesel,BS6,3298,9,2
2844,REG102845,28-04-2023,2023,Rajasthan,Ajmer (RJ-01),LCV,Light Bus,Mahindra,CNG,BS6,2523,12,1
2845,REG102846,20-07-2020,2020,Kerala,Kochi (KL-07),4W,MUV,Honda,Petrol,BS6,1197,5,4
2846,REG102847,20-10-2019,2019,Telangana,Hyderabad (TS-09),2W,Motorcycle,Suzuki,EV,BS6,0,2,5
2847,REG102848,19-01-2020,2020,West Bengal,Durgapur (WB-40),4W,Hatchback,Toyota,EV,BS6,0,6,4
2848,REG102849,17-08-2024,2024,Madhya Pradesh,Indore (MP-09),2W,Moped,Suzuki,EV,BS6,0,2,0
2849,REG102850,06-06-2024,2024,Telangana,Nizamabad (TS-05),OTH,Tractor,Escorts,Diesel,BS6,4998,45,0
2850,REG102851,23-02-2023,2023,Punjab,Ludhiana (PB-10),3W,E-Rickshaw,Kinetic Green,Diesel,BS6,0,6,1
2851,REG102852,03-12-2022,2022,Uttar Pradesh,Varanasi (UP-65),4W,Hatchback,Renault,Diesel,BS6,0,6,2
2852,REG102853,23-07-2019,2019,Uttar Pradesh,Kanpur (UP-78),2W,Moped,Yamaha,Petrol,BS4,125,2,5
2853,REG102854,21-09-2022,2022,West Bengal,Siliguri (WB-73),2W,Motorcycle,TVS,Petrol,BS6,400,2,2
2854,REG102855,16-06-2021,2021,Maharashtra,Aurangabad (MH-20),4W,Sedan,MG,EV,BS6,0,6,3
2855,REG102856,12-06-2022,2022,Telangana,Khammam (TS-07),4W,Hatchback,MG,Petrol,BS6,0,5,2
2856,REG102857,04-11-2020,2020,Tamil Nadu,Madurai (TN-58),2W,Scooter,KTM,EV,BS6,0,2,4
2857,REG102858,13-01-2024,2024,Uttar Pradesh,Agra (UP-80),2W,Motorcycle,Ather,Petrol,BS6,0,2,0
2858,REG102859,18-07-2022,2022,Maharashtra,Mumbai Central (MH-01),HCV,Trailer,Tata Motors,EV,BS4,0,45,2
2859,REG102860,21-07-2024,2024,Telangana,Khammam (TS-07),2W,Motorcycle,TVS,EV,BS6,0,2,0
2860,REG102861,29-01-2022,2022,Karnataka,Belgaum (KA-22),4W,Hatchback,Hyundai,Petrol,BS6,1598,5,2
2861,REG102862,17-08-2023,2023,Maharashtra,Aurangabad (MH-20),2W,Scooter,Ola Electric,CNG,BS6,0,2,1
2862,REG102863,29-10-2018,2018,West Bengal,Durgapur (WB-40),4W,Hatchback,Mahindra,EV,BS4,0,5,6
2863,REG102864,17-09-2018,2018,Karnataka,Bangalore Central (KA-01),4W,Sedan,Toyota,EV,BS4,0,5,6
2864,REG102865,18-03-2023,2023,West Bengal,Durgapur (WB-40),2W,Motorcycle,Suzuki,EV,BS6,0,2,1
2865,REG102866,15-10-2023,2023,Tamil Nadu,Coimbatore (TN-37),LCV,Pickup Van,Eicher,Diesel,BS6,2523,12,1
2866,REG102867,29-03-2024,2024,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Bajaj,Petrol,BS6,250,2,0
2867,REG102868,22-11-2021,2021,Madhya Pradesh,Jabalpur (MP-20),2W,Moped,Ola Electric,EV,BS6,0,2,3
2868,REG102869,20-07-2023,2023,Maharashtra,Nagpur (MH-31),3W,Tempo,Bajaj,EV,BS6,0,6,1
2869,REG102870,04-07-2024,2024,Madhya Pradesh,Jabalpur (MP-20),2W,Moped,Suzuki,EV,BS6,0,2,0
2870,REG102871,09-10-2021,2021,Gujarat,Vadodara (GJ-06),2W,Scooter,Honda,Petrol,BS6,400,2,3
2871,REG102872,17-09-2023,2023,Madhya Pradesh,Jabalpur (MP-20),2W,Moped,Bajaj,CNG,BS6,150,2,1
2872,REG102873,19-11-2022,2022,Gujarat,Gandhinagar (GJ-18),4W,Sedan,Toyota,EV,BS6,0,8,2
2873,REG102874,16-01-2021,2021,West Bengal,Howrah (WB-13),2W,Scooter,Royal Enfield,EV,BS6,0,2,3
2874,REG102875,30-11-2021,2021,West Bengal,Durgapur (WB-40),3W,Auto Rickshaw,Atul Auto,EV,BS6,0,7,3
2875,REG102876,08-08-2024,2024,Telangana,Warangal (TS-03),4W,SUV,Kia,Petrol,BS6,1598,5,0
2876,REG102877,17-01-2021,2021,Rajasthan,Jaipur (RJ-14),4W,SUV,Toyota,Petrol,BS6,1197,7,3
2877,REG102878,04-11-2020,2020,Uttar Pradesh,Varanasi (UP-65),2W,Motorcycle,Hero,EV,BS6,0,2,4
2878,REG102879,30-10-2022,2022,Punjab,Chandigarh (CH-01),4W,MUV,Mahindra,Hybrid,BS6,1598,7,2
2879,REG102880,03-08-2024,2024,Madhya Pradesh,Gwalior (MP-07),4W,Hatchback,Mahindra,CNG,BS6,1197,7,0
2880,REG102881,03-06-2023,2023,Telangana,Nizamabad (TS-05),2W,Motorcycle,TVS,CNG,BS6,200,2,1
2881,REG102882,13-03-2021,2021,Maharashtra,Pune (MH-12),HCV,Truck,Volvo,Diesel,BS6,6700,52,3
2882,REG102883,21-02-2021,2021,Gujarat,Surat (GJ-05),4W,MUV,Skoda,Hybrid,BS6,1000,6,3
2883,REG102884,16-05-2021,2021,Delhi,Delhi West (DL-08),4W,SUV,Tata Motors,Diesel,BS6,1197,8,3
2884,REG102885,06-07-2023,2023,Madhya Pradesh,Jabalpur (MP-20),LCV,Light Bus,Ashok Leyland,Diesel,BS6,0,9,1
2885,REG102886,13-05-2021,2021,Telangana,Warangal (TS-03),4W,SUV,Toyota,Petrol,BS6,1968,5,3
2886,REG102887,26-06-2022,2022,Punjab,Chandigarh (CH-01),4W,SUV,Hyundai,Petrol,BS6,1598,7,2
2887,REG102888,25-02-2022,2022,Madhya Pradesh,Indore (MP-09),4W,Hatchback,Honda,Petrol,BS6,1968,8,2
2888,REG102889,11-06-2024,2024,Delhi,Delhi East (DL-02),2W,Scooter,Honda,Petrol,BS6,350,2,0
2889,REG102890,05-08-2024,2024,Rajasthan,Udaipur (RJ-27),4W,Sedan,Honda,Petrol,BS6,800,7,0
2890,REG102891,14-11-2020,2020,Telangana,Hyderabad (TS-09),3W,Tempo,Mahindra,Diesel,BS6,200,6,4
2891,REG102892,13-11-2023,2023,Punjab,Ludhiana (PB-10),2W,Scooter,Bajaj,Petrol,BS6,0,2,1
2892,REG102893,18-06-2021,2021,Rajasthan,Jaipur (RJ-14),2W,Scooter,Hero,Petrol,BS6,0,2,3
2893,REG102894,29-03-2020,2020,Punjab,Patiala (PB-11),2W,Motorcycle,Suzuki,EV,BS6,0,2,4
2894,REG102895,03-12-2021,2021,Gujarat,Surat (GJ-05),4W,Hatchback,Kia,Diesel,BS6,1498,6,3
2895,REG102896,16-03-2021,2021,Maharashtra,Pune (MH-12),2W,Motorcycle,Suzuki,Petrol,BS6,400,2,3
2896,REG102897,15-08-2021,2021,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,TVS,EV,BS6,0,2,3
2897,REG102898,13-01-2021,2021,West Bengal,Howrah (WB-13),4W,Hatchback,Hyundai,EV,BS6,0,7,3
2898,REG102899,11-11-2021,2021,Delhi,Delhi Central (DL-01),3W,Tempo,Piaggio,EV,BS6,0,3,3
2899,REG102900,25-11-2022,2022,Karnataka,Bangalore Central (KA-01),4W,Sedan,Skoda,Diesel,BS6,1000,7,2
2900,REG102901,05-03-2024,2024,Maharashtra,Nashik (MH-15),2W,Moped,Honda,CNG,BS6,250,2,0
2901,REG102902,14-03-2019,2019,Rajasthan,Jaipur (RJ-14),LCV,Mini Truck,Mahindra,Diesel,BS4,2523,15,5
2902,REG102903,07-05-2019,2019,Maharashtra,Aurangabad (MH-20),3W,Tempo,Piaggio,CNG,BS4,0,7,5
2903,REG102904,14-01-2023,2023,Karnataka,Hubli (KA-25),2W,Moped,KTM,EV,BS6,0,2,1
2904,REG102905,27-06-2022,2022,Tamil Nadu,Trichy (TN-45),3W,E-Rickshaw,Mahindra,CNG,BS6,200,6,2
2905,REG102906,04-01-2023,2023,Delhi,Delhi Central (DL-01),2W,Scooter,Hero,Petrol,BS6,125,2,1
2906,REG102907,20-04-2022,2022,Madhya Pradesh,Jabalpur (MP-20),4W,Sedan,Renault,Diesel,BS6,1498,7,2
2907,REG102908,29-11-2021,2021,Maharashtra,Pune (MH-12),4W,MUV,MG,Hybrid,BS6,800,7,3
2908,REG102909,14-12-2023,2023,Maharashtra,Aurangabad (MH-20),4W,Sedan,Kia,Diesel,BS6,1598,7,1
2909,REG102910,23-01-2022,2022,Madhya Pradesh,Bhopal (MP-04),4W,Sedan,Mahindra,Diesel,BS6,1000,6,2
2910,REG102911,06-05-2021,2021,Telangana,Warangal (TS-03),2W,Motorcycle,Hero,Hybrid,BS6,160,2,3
2911,REG102912,02-10-2018,2018,Uttar Pradesh,Lucknow (UP-32),2W,Scooter,TVS,Petrol,BS4,400,2,6
2912,REG102913,17-12-2022,2022,Tamil Nadu,Madurai (TN-58),4W,Sedan,Maruti Suzuki,Hybrid,BS6,1000,8,2
2913,REG102914,02-10-2024,2024,Telangana,Hyderabad (TS-09),4W,MUV,Mahindra,Diesel,BS6,1000,8,0
2914,REG102915,06-09-2023,2023,Delhi,Delhi North (DL-04),4W,MUV,Renault,CNG,BS6,1968,8,1
2915,REG102916,21-02-2020,2020,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,TVS,Petrol,BS4,100,2,4
2916,REG102917,01-12-2022,2022,West Bengal,Kolkata (WB-01),3W,E-Rickshaw,Piaggio,CNG,BS6,250,3,2
2917,REG102918,27-10-2023,2023,Tamil Nadu,Coimbatore (TN-37),3W,Tempo,TVS,CNG,BS4,200,7,1
2918,REG102919,22-07-2022,2022,Gujarat,Vadodara (GJ-06),2W,Scooter,Suzuki,EV,BS6,0,2,2
2919,REG102920,13-08-2022,2022,Rajasthan,Udaipur (RJ-27),4W,Sedan,MG,Diesel,BS6,2179,5,2
2920,REG102921,24-02-2022,2022,Kerala,Kollam (KL-02),3W,Auto Rickshaw,Mahindra,CNG,BS6,225,7,2
2921,REG102922,05-07-2024,2024,Uttar Pradesh,Varanasi (UP-65),HCV,Tanker,Eicher,Diesel,BS6,6700,2,0
2922,REG102923,26-03-2021,2021,West Bengal,Kolkata (WB-01),2W,Moped,KTM,Hybrid,BS6,125,2,3
2923,REG102924,01-04-2023,2023,Delhi,Delhi West (DL-08),4W,Hatchback,Kia,Petrol,BS6,2179,8,1
2924,REG102925,19-02-2023,2023,Delhi,Delhi East (DL-02),2W,Moped,Honda,Petrol,BS6,160,2,1
2925,REG102926,30-09-2019,2019,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Ather,Petrol,BS4,0,2,5
2926,REG102927,17-10-2021,2021,Delhi,Delhi North (DL-04),2W,Motorcycle,Royal Enfield,Petrol,BS6,250,2,3
2927,REG102928,29-04-2022,2022,Punjab,Patiala (PB-11),LCV,Mini Truck,Mahindra,Diesel,BS4,2523,9,2
2928,REG102929,26-04-2020,2020,Gujarat,Gandhinagar (GJ-18),2W,Moped,Ola Electric,EV,BS4,0,2,4
2929,REG102930,28-02-2024,2024,Rajasthan,Ajmer (RJ-01),OTH,Road Roller,TAFE,Petrol,BS6,4998,45,0
2930,REG102931,26-01-2018,2018,Maharashtra,Nashik (MH-15),2W,Motorcycle,Royal Enfield,Petrol,BS4,250,2,6
2931,REG102932,21-03-2020,2020,Kerala,Kochi (KL-07),4W,Hatchback,Renault,Diesel,BS6,1498,8,4
2932,REG102933,25-07-2022,2022,Karnataka,Belgaum (KA-22),2W,Motorcycle,Ather,Petrol,BS6,0,2,2
2933,REG102934,10-11-2024,2024,West Bengal,Durgapur (WB-40),4W,SUV,Skoda,Diesel,BS6,2179,5,0
2934,REG102935,07-10-2019,2019,Rajasthan,Jodhpur (RJ-19),HCV,Bus,Tata Motors,Diesel,BS4,6700,32,5
2935,REG102936,05-01-2022,2022,Uttar Pradesh,Agra (UP-80),3W,Auto Rickshaw,Atul Auto,EV,BS6,0,3,2
2936,REG102937,13-04-2019,2019,West Bengal,Howrah (WB-13),4W,SUV,Honda,Petrol,BS4,1000,6,5
2937,REG102938,01-08-2023,2023,Punjab,Jalandhar (PB-08),OTH,Crane,John Deere,Diesel,BS6,3760,45,1
2938,REG102939,21-10-2022,2022,Punjab,Amritsar (PB-02),4W,Sedan,MG,CNG,BS6,1462,5,2
2939,REG102940,07-01-2023,2023,Uttar Pradesh,Allahabad (UP-70),OTH,Tractor,Mahindra,Diesel,BS6,6700,1,1
2940,REG102941,10-04-2021,2021,Uttar Pradesh,Varanasi (UP-65),2W,Moped,TVS,Petrol,BS6,250,2,3
2941,REG102942,24-01-2021,2021,Karnataka,Mysore (KA-09),2W,Moped,Ather,Petrol,BS6,0,2,3
2942,REG102943,31-05-2020,2020,Kerala,Kollam (KL-02),LCV,Mini Truck,Force Motors,CNG,BS6,3298,15,4
2943,REG102944,08-10-2023,2023,Rajasthan,Ajmer (RJ-01),2W,Moped,Suzuki,Petrol,BS6,110,2,1
2944,REG102945,14-06-2023,2023,Tamil Nadu,Salem (TN-30),LCV,Light Bus,Mahindra,CNG,BS6,3298,9,1
2945,REG102946,19-11-2022,2022,West Bengal,Durgapur (WB-40),2W,Moped,TVS,Petrol,BS6,160,2,2
2946,REG102947,03-03-2020,2020,West Bengal,Siliguri (WB-73),LCV,Mini Truck,Mahindra,EV,BS6,0,9,4
2947,REG102948,09-05-2023,2023,Punjab,Patiala (PB-11),2W,Scooter,Honda,Petrol,BS6,200,2,1
2948,REG102949,28-08-2020,2020,Delhi,Delhi Central (DL-01),2W,Motorcycle,Hero,EV,BS4,0,2,4
